"","rank","Youtuber","subscribers","video.views","category","Title","uploads","Country","Abbreviation","channel_type","video_views_rank","country_rank","channel_type_rank","video_views_for_the_last_30_days","lowest_monthly_earnings","highest_monthly_earnings","lowest_yearly_earnings","highest_yearly_earnings","subscribers_for_last_30_days","created_year","created_month","created_date","Gross.tertiary.education.enrollment....","Population","Unemployment.rate","Urban_population","Latitude","Longitude"
"456",456,"Dan-Sa / Daniel Saboya",16.7332812900486,21.7907729693436,"Music","Dan-Sa / Daniel Saboya",1329,"Brazil","BR","Music",45213,24,102,22.5393926626228,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,1e+05,2007,"Sep",22,51.3,19.1747321166571,12.08,2.94582308834056,-14.235004,-51.92528
"457",457,"Marmok",16.7332812900486,21.9638458540337,"Gaming","Marmok",374,"Russia","RU","Games",2356,5,32,17.4604903697882,9.16951837745593,11.9388465816458,11.6509467628676,14.4032972228664,1e+05,2008,"Apr",27,81.9,18.7879144920027,4.59,2.91748477441736,61.52401,105.318756
"458",458,"The ACE Family",16.7332812900486,22.2402331892573,"People & Blogs","The ACE Family",712,"nan","nan","People",1572,-1,25,14.857552495144,6.56385552653213,9.33255800470043,9.04782144247841,11.8211451886396,349153.834094369,2016,"Jan",10,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"459",459,"Like Nastya Vlog",16.7332812900486,22.8209862824099,"People & Blogs","Like Nastya Vlog",493,"Russia","RU","People",630,5,25,17.7062486380351,9.40919123072135,12.1848490090785,11.8968263951626,14.6484196808994,1e+05,2016,"Jan",14,81.9,18.7879144920027,4.59,2.91748477441736,61.52401,105.318756
"460",460,"Willie Salim",16.7332812900486,22.1222474208058,"People & Blogs","Willie Salim",679,"Indonesia","ID","People",1868,13,25,19.1005856310913,10.8056793600308,13.5791551126778,13.2914308185199,16.0668023565708,1600000,2014,"Jan",6,36.3,19.4146874800544,4.69,2.93577844613103,-0.789275,113.921327
"461",461,"PDK Films",16.7278612225792,22.1391977132293,"Entertainment","PDK Films",111,"USA","US","Entertainment",1825,120,116,16.4848199307501,8.1886891244442,10.9630124524962,10.6759079139906,13.4482079109505,349153.834094369,2009,"Jul",21,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"462",462,"TheWillyrex",16.7278612225792,22.674707448644,"Comedy","TheWillyrex",6943,"Spain","ES","Games",825,7,33,16.2137694010266,7.9373746961633,10.6919449129004,10.4042628404486,13.1772302788452,349153.834094369,2011,"Jan",26,88.9,17.6672904650367,13.96,2.8594075318049,40.463667,-3.74922
"463",463,"RsiamMusic : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½",16.7278612225792,23.1694574544297,"Music","RsiamMusic : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½",3159,"Thailand","TH","Music",346,6,103,17.8069545393693,9.51044496442652,12.2853458264247,11.9978177067097,14.7710220029917,1e+05,2011,"Mar",8,49.3,18.0586426152432,0.75,2.85527642128164,15.870032,100.992541
"464",464,"Dhar Mann",16.7278612225792,23.1463620083909,"People & Blogs","Alejandro Basalo",0,"nan","nan","nan",4057944,-1,-1,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,2,2007,"Apr",25,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"465",465,"shakiraVEVO",16.7278612225792,23.9567199322459,"Music","shakiraVEVO",197,"USA","US","Music",72,120,103,19.4032310151623,11.1094583595247,13.9108207377686,13.5941154771842,16.3649557288898,349153.834094369,2009,"Sep",2,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"466",466,"Naisa Alifia Yuriza (N.A.Y)",16.7224116178116,21.1975317360508,"People & Blogs","Naisa Alifia Yuriza (N.A.Y)",786,"Indonesia","ID","Entertainment",6502,14,117,16.6524229345094,8.36637030168165,11.1316650455589,10.8434948110276,13.6158393628352,349153.834094369,2017,"Jul",8,36.3,19.4146874800544,4.69,2.93577844613103,-0.789275,113.921327
"467",467,"Miley Cyrus",16.7224116178116,22.7723537825748,"Entertainment","Miley Cyrus",142,"USA","US","Entertainment",696,121,117,18.6674001869953,10.3734911817819,13.1458845724457,12.8581373809889,15.6237993291435,1e+05,2009,"Sep",15,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"468",468,"IShowSpeed",16.7224116178116,21.1653862157855,"Gaming","IShowSpeed",1324,"USA","US","Games",6734,120,33,18.759015530664,10.465956409454,13.2374761845048,12.9499129404056,15.7176180843612,8e+05,2016,"Mar",21,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"470",470,"Bobby chourasiya",16.716932152047,23.0196138348384,"People & Blogs","Bobby chourasiya",442,"nan","nan","People",452,-1,27,19.9636540148026,11.6699292137799,14.4573644441367,14.1519827945855,16.9290258671746,1e+06,2019,"Jan",25,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"471",471,"INCRï¿½ï¿",16.716932152047,21.8905718939301,"People & Blogs","INCRï¿½ï¿",6903,"Brazil","BR","Howto",2610,25,15,16.708379196059,8.41183267575841,11.1871953248809,10.8985894648346,13.6718711077627,349153.834094369,2017,"Jun",20,51.3,19.1747321166571,12.08,2.94582308834056,-14.235004,-51.92528
"472",472,"Jake Fellman",16.7114224962361,23.3169043449003,"Entertainment","Jake Fellman",420,"USA","US","Entertainment",274,122,118,20.0241891113294,11.7304532774988,14.5086577385242,14.2209756660724,16.9893890169017,7e+05,2012,"Oct",13,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"473",473,"GEN HALILINTAR",16.7114224962361,21.919078237765,"Entertainment","GEN HALILINTAR",1037,"Indonesia","ID","Entertainment",2498,15,119,17.1228367240164,8.8246778911642,11.6009363422929,11.3132542698412,14.0778748224318,349153.834094369,2015,"Mar",4,36.3,19.4146874800544,4.69,2.93577844613103,-0.789275,113.921327
"474",474,"SQUEEZIE",16.7114224962361,23.0241560026624,"Gaming","SQUEEZIE",1521,"France","FR","Entertainment",443,1,119,17.6887719448391,9.39266192877014,12.1673318172137,11.879649744762,14.6484196808994,1e+05,2011,"Jan",9,65.6,18.0210966139428,8.43,2.87957908807941,46.227638,2.213749
"475",475,"Blippi - Educational Videos for Kids",16.7114224962361,23.4217565082621,"Education","Blippi - Educational Videos for Kids",707,"USA","US","Education",224,123,26,19.0107536822275,10.7166375254908,13.4892262477306,13.2015441752788,15.9788335836248,3e+05,2014,"Jan",27,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"476",476,"officialpsy",16.7114224962361,23.0938675046314,"Music","officialpsy",131,"South Korea","KR","Music",393,10,104,17.9897285827695,9.69276652122048,12.4684369099977,12.1807548375459,14.9469126694554,349153.834094369,2010,"Oct",4,94.3,17.7611443007857,4.15,2.86537970209776,35.907757,127.766922
"477",477,"Ajay Sharma",16.7114224962361,23.2287778053498,"Entertainment","Ajay Sharma",0,"nan","nan","nan",4057944,-1,-1,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,1,2009,"Oct",24,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"478",478,"Manual do Mundo",16.7058823158604,22.1047966825196,"Howto & Style","Manual do Mundo",2470,"Brazil","BR","Tech",1922,26,8,17.8185801214108,9.52515111181622,12.2972835255836,12.0094493040254,14.7710220029917,1e+05,2006,"Jul",24,51.3,19.1747321166571,12.08,2.94582308834056,-14.235004,-51.92528
"479",479,"How Ridiculous",16.7058823158604,22.9851473739269,"Sports","How Ridiculous",650,"Australia","AU","Sports",478,5,6,19.7849799759997,11.4906798560229,14.28551418721,13.9978321147582,16.7493674278002,6e+05,2009,"Sep",9,113.1,17.0645898316137,5.27,2.82728234633352,-25.274398,133.775136
"480",480,"And TV",16.7058823158604,23.4584338703417,"Entertainment","ANDtv",45,"USA","US","Entertainment",4012108,7627,6667,1.38629436111989,-4.60517018598809,-3.91202300542815,-4.60517018598809,-1.66073120682165,349153.834094369,2006,"Aug",4,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"481",481,"Sebastiï¿½ï¿½ï¿½",16.7058823158604,23.0711269652617,"News & Politics","Sebastiï¿½ï¿½ï¿½",237,"USA","US","Music",406,124,105,18.5230207023167,10.2291876921754,13.0015507571876,12.7137934543427,15.4832173785224,349153.834094369,2013,"Mar",30,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"482",482,"SonyMusicSouthVEVO",16.7058823158604,23.6092460207035,"Music","SonyMusicSouthVEVO",5692,"USA","US","Music",148,123,104,19.3669069061639,11.0728689120924,13.8155105579643,13.5577755618804,16.3332070305753,1e+05,2014,"Jul",14,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"483",483,"TheGrefg",16.7058823158604,22.5803216708573,"Gaming","TheGrefg",3566,"Spain","ES","Games",950,8,34,17.595829072395,9.30565055178051,12.0742540709093,11.7867621306,14.5574479026937,349153.834094369,2012,"Jan",30,88.9,17.6672904650367,13.96,2.8594075318049,40.463667,-3.74922
"484",484,"BeatboxJCOP",16.7058823158604,22.8885389203526,"Film & Animation","BeatboxJCOP",748,"nan","nan","Entertainment",539,-1,115,21.0417195680649,12.7478153719309,15.5202586502027,15.2264975316745,18.0051652999907,3400000,2011,"Mar",12,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"485",485,"David Dobrik",16.700311270811,22.6940877103345,"People & Blogs","David Dobrik",536,"USA","US","People",801,125,28,15.9730698789081,7.69621263934641,10.4516089610458,10.1658518170036,12.9365156108338,1e+05,2014,"Dec",19,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"486",486,"KatieAngel",16.700311270811,22.0690520774596,"People & Blogs","KatieAngel",982,"USA","US","Music",2014,125,106,17.7607168571827,9.46498259034976,12.2390237456699,11.9518253491646,14.7318012898384,1e+05,2015,"May",19,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"487",487,"RobleisIUTU",16.700311270811,22.3658912026219,"Entertainment","RobleisIUTU",1344,"Argentina","AR","Games",1294,9,35,17.131331588889,8.83927669058535,11.610052175701,11.3217649595091,14.0778748224318,1e+05,2013,"Apr",15,90,17.6208101638746,9.79,2.86433179376721,-38.416097,-63.616672
"488",488,"Lele Pons",16.700311270811,22.3805252767632,"Comedy","Lele Pons",185,"USA","US","Entertainment",1264,125,121,16.7358725244935,8.43381158247719,11.2145194291555,10.9259384802387,13.6993137635618,349153.834094369,2015,"Sep",19,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"489",489,"Demi Lovato",16.700311270811,22.6530574843843,"Music","Demi Lovato",314,"USA","US","Music",858,125,106,17.1890626388061,8.89562962713648,11.6673618182746,11.3793940723457,14.1519827945855,349153.834094369,2008,"Jan",30,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"490",490,"Like Nastya VNM",16.700311270811,23.0125139848564,"Entertainment","Like Nastya VNM",602,"Vietnam","VN","Entertainment",455,1,121,18.2518714835053,9.95702831946416,12.7305052727024,12.4427245468692,15.2264975316745,1e+05,2019,"Nov",22,28.5,18.3846608052509,2.01,2.85533758742076,14.058324,108.277199
"491",491,"Jason Derulo",16.700311270811,23.0144983593756,"Music","Jason Derulo",830,"USA","US","Music",446,124,105,19.9200604572047,11.6262541502772,14.4032972228664,14.0778748224318,16.8835634930979,4e+05,2008,"Jul",21,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"492",492,"MGC Playhouse",16.700311270811,23.5067036225682,"Shows","MGC Playhouse",1426,"USA","US","Education",187,125,27,18.4465531481198,10.1542462708833,12.9251312078746,12.6375303339126,15.4047457630809,1e+05,2009,"Feb",3,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"493",493,"Zuni and Family",16.700311270811,22.632255516162,"People & Blogs","zuni and family",2,"nan","nan","People",4057766,-1,7733,1.38629436111989,-4.60517018598809,-3.91202300542815,-4.60517018598809,-1.66073120682165,349153.834094369,2020,"Jul",15,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"494",494,"Priyal Kukreja",16.6947090152623,23.1264150276243,"People & Blogs","Priyal Kukreja",772,"India","IN","People",378,83,29,19.8825231113076,11.588032937457,14.3461388090264,14.0778748224318,16.8456442582356,9e+05,2021,"Apr",23,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"495",495,"MSA previously My Story Animated",16.6947090152623,22.8737137512087,"Film & Animation","MSA Previously My Story Animated",26,"USA","US","People",3976090,5208,4978,9.93827537802179,1.6094379124341,4.4188406077966,4.12713438504509,6.90173720665657,2960,2021,"Nov",9,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"496",496,"ýýýýýýýýý KIMPRO",16.6890751975441,23.6785251088251,"nan","ýýýýýýýýý KIMPRO",1646,"South Korea","KR","People",125,9,26,21.9482170476575,13.6540498918376,16.4255803507063,16.1378982782545,18.9117117403902,3200000,2017,"Nov",11,94.3,17.7611443007857,4.15,2.86537970209776,35.907757,127.766922
"497",497,"Jane ASMR ï¿½ï¿½",16.6890751975441,22.723071685736,"nan","Jane ASMR ï¿½ï¿½",1888,"South Korea","KR","People",762,11,30,18.4483250934389,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,349153.834094369,2012,"Nov",17,94.3,17.7611443007857,4.15,2.86537970209776,35.907757,127.766922
"498",498,"ArianaGrandeVevo",16.6890751975441,23.7247587216733,"Music","ArianaGrandeVevo",178,"USA","US","Music",122,127,108,18.3945626157973,10.1023384112813,12.8731324913268,12.5855359510993,15.3630730666803,349153.834094369,2010,"Oct",21,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"499",499,"jaanvi patel",16.6890751975441,22.7917390967154,"People & Blogs","jaanvi patel",512,"India","IN","People",671,84,30,19.6641232688882,11.3702091627686,14.1519827945855,13.8155105579643,16.6249132533268,9e+05,2018,"Jul",18,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"500",500,"tanboy kun",16.6890751975441,22.0172441365379,"People & Blogs","tanboy kun",739,"Indonesia","ID","Entertainment",2169,17,122,17.6903300143949,9.39266192877014,12.1688898544025,11.8810347865346,14.6484196808994,1e+05,2016,"Oct",27,36.3,19.4146874800544,4.69,2.93577844613103,-0.789275,113.921327
"501",501,"Lil Pump",16.6890751975441,22.1574121107869,"Music","Lil Pump",60,"nan","nan","Music",1785,-1,108,16.0393770662469,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,349153.834094369,2015,"Oct",15,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"502",502,"Porta dos Fundos",16.6890751975441,22.7695445195672,"Entertainment","Porta dos Fundos",2240,"Brazil","BR","Entertainment",705,27,123,17.380441131609,9.0825070004663,11.8586405686726,11.5711943730942,14.3461388090264,349153.834094369,2012,"Mar",12,51.3,19.1747321166571,12.08,2.94582308834056,-14.235004,-51.92528
"503",503,"News 24",16.6890751975441,22.8511255137205,"News & Politics","24 ï¿½ï¿½ï¿½ï",211620,"Ukraine","UA","News",880,24,112,19.731116755748,11.4371237515539,14.2209756660724,13.9108207377686,16.6947090152623,230000,2006,"Feb",5,82.7,17.6084156246492,8.88,2.84747490605085,48.379433,31.16558
"504",504,"Les' Copaque Production",16.6890751975441,22.927101407763,"Film & Animation","Les' Copaque Production",1716,"Malaysia","MY","Entertainment",531,1,123,18.5838789426945,10.2887499533268,13.0624010362316,12.7747897477119,15.5559767328048,2e+05,2009,"Nov",9,45.1,17.295130412351,3.32,2.833989163215,4.210484,101.975766
"505",505,"El Payaso Plim Plim",16.6890751975441,23.5709379233699,"Film & Animation","El Payaso Plim Plim",1316,"Argentina","AR","Music",162,10,107,20.2770256082194,11.982929094216,14.7710220029917,14.4573644441367,17.2397732125574,6e+05,2013,"Oct",18,90,17.6208101638746,9.79,2.86433179376721,-38.416097,-63.616672
"506",506,"zbing z.",16.6834094600084,22.9499601154674,"Gaming","zbing z.",3151,"Thailand","TH","Games",511,7,36,17.8251501722523,9.5324238711453,12.303652973869,12.0161220615717,14.7710220029917,349153.834094369,2014,"Mar",12,49.3,18.0586426152432,0.75,2.85527642128164,15.870032,100.992541
"507",507,"MissaSinfonia",16.6834094600084,21.5448095405367,"Comedy","MissaSinfonia",233,"Mexico","MX","Comedy",4139,17,25,17.1276945599661,8.83927669058535,11.6064158080576,11.3181263866652,14.0778748224318,1e+05,2011,"Jan",5,40.2,18.6519037603095,3.42,2.91488062678108,23.634501,-102.552784
"508",508,"ýýýýýýýýý Liziqi",16.6834094600084,21.8144309900755,"Howto & Style","ýýýýýýýýý Liziqi",128,"China","CN","Howto",2917,1,16,16.9225158339277,8.63052187672324,11.4008759611616,11.1139393229598,13.9108207377686,1e+05,2017,"Aug",22,50.6,21.0581045973143,4.32,3.02297768235182,35.86166,104.195397
"510",510,"DeGoBooM",16.6834094600084,22.5647998374416,"Gaming","DeGoBooM",4702,"Chile","CL","Games",973,3,36,18.4228284360098,10.1306231251199,12.9014672986306,12.613535756301,15.3841264758781,5e+05,2014,"Feb",1,88.5,16.7574220298842,7.09,2.8109390813356,-35.675147,-71.542969
"511",511,"JFlaMusic",16.6834094600084,22.0588667495247,"Music","JFlaMusic",326,"South Korea","KR","Music",2056,12,109,16.2223655721341,7.9373746961633,10.7009947484203,10.4133126759685,13.1857136929051,349153.834094369,2011,"Aug",22,94.3,17.7611443007857,4.15,2.86537970209776,35.907757,127.766922
"512",512,"FactTechz",16.6777114388937,21.5289085156307,"Entertainment","FactTechz",709,"India","IN","Entertainment",4243,86,124,16.8626961131072,8.57546209954021,11.3409502002304,11.0540595801349,13.8155105579643,349153.834094369,2016,"Jul",24,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"513",513,"News18 India",16.6777114388937,22.7061441057286,"News & Politics","News18 India",182742,"India","IN","News",770,85,10,19.7921304666116,11.4978118271602,14.28551418721,13.9978321147582,16.7546724800299,7e+05,2007,"Oct",25,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"514",514,"Fun For Kids TV - Hindi Rhymes",16.6777114388937,22.7530424448449,"Entertainment","Fun For Kids TV - Hindi Rhymes",149,"India","IN","Entertainment",723,86,124,18.5145990464538,10.2219412836547,12.9931654389326,12.7053316329247,15.4832173785224,3e+05,2017,"Sep",27,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"515",515,"IGN",16.6777114388937,23.502527032951,"Gaming","IGN",156215,"USA","US","Games",189,129,37,18.4039617573455,10.1105017219205,12.8825821849371,12.594730635322,15.3630730666803,349153.834094369,2006,"Sep",19,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"516",516,"Aphmau",16.6719807641848,23.6004164957333,"Gaming","Aphmau",4411,"USA","US","Games",152,129,37,19.9019897866758,11.6082356447746,14.4032972228664,14.0778748224318,16.8647835984463,4e+05,2012,"Aug",13,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"517",517,"AMARINTV : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½",16.6719807641848,23.2915605089062,"Entertainment","AMARINTV : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½",118448,"Thailand","TH","News",286,8,11,19.279312701533,10.9852927228879,13.7578814451276,13.4701993726759,16.2403132836826,2e+05,2014,"Feb",5,49.3,18.0586426152432,0.75,2.85527642128164,15.870032,100.992541
"518",518,"ýýýýýýýýýýýýýýýý - Al-Remas",16.6719807641848,23.1341846131122,"Music","ýýýýýýýýýýýýýýýý - Al-Remas",2133,"Iraq","IQ","Music",371,1,110,18.5429249249968,10.2506170836313,13.0214374588144,12.7337553863626,15.5019095115345,349153.834094369,2013,"Sep",27,16.2,17.4869839771589,12.82,2.84141188669146,33.223191,43.679291
"519",519,"Koray Zeynep",16.6719807641848,23.5302896500712,"People & Blogs","Koray Zeynep",2078,"nan","nan","People",173,-1,31,19.8708626331098,11.5768387907139,14.3461388090264,14.0778748224318,16.8359354441086,4e+05,2016,"Jul",8,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"520",520,"Apple",16.666217059468,20.749347831216,"Science & Technology","Apple",180,"USA","US","Tech",11274,130,9,17.6546187253249,9.35876037709446,12.1329641737095,11.8458198802436,14.6039679183285,1e+05,2005,"Jun",22,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"521",521,"Stubborn Facts",16.666217059468,20.6203751742447,"Film & Animation","Stubborn Facts",287,"India","IN","Entertainment",13315,87,125,13.6385943658289,5.34233425196481,8.13153071060425,7.82404601085629,10.6016222746071,349153.834094369,2016,"Sep",5,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"522",522,"Taarak Mehta Ka Ooltah Chashmah",16.666217059468,23.1543969955596,"Entertainment","Taarak Mehta Ka Ooltah Chashmah",4778,"India","IN","Entertainment",356,87,125,19.6204768379548,11.3265958867787,14.0778748224318,13.8113017131902,16.5818296671905,3e+05,2014,"Aug",4,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"523",523,"HowToBasic",16.666217059468,22.0274864723337,"Howto & Style","HowToBasic",582,"Australia","AU","Howto",2146,6,17,16.5579621857838,8.26873183211774,11.0365012679216,10.7493558201137,13.5214079177096,349153.834094369,2011,"Dec",8,113.1,17.0645898316137,5.27,2.82728234633352,-25.274398,133.775136
"524",524,"PopularMMOs",16.6604199417837,23.402447036238,"Gaming","PopularMMOs",4685,"nan","nan","Games",240,-1,38,16.5431019142733,8.24275634571448,11.0219024685004,10.7342203960486,13.5065367500449,1e+05,2012,"Apr",17,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"525",525,"Marques Brownlee",16.6604199417837,22.006117972147,"Science & Technology","Marques Brownlee",1567,"USA","US","Tech",2196,131,10,17.7729848262963,9.48036750918924,12.2515239084341,11.9640010843304,14.7318012898384,1e+05,2008,"Mar",21,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"526",526,"Anitta",16.6604199417837,22.7162248500898,"Music","Anitta",138,"Brazil","BR","Music",769,28,111,18.1016318357511,9.80917687306489,12.580047086547,12.2927089521897,15.0682735264596,349153.834094369,2011,"Nov",2,51.3,19.1747321166571,12.08,2.94582308834056,-14.235004,-51.92528
"527",527,"Jason Vlogs",16.6604199417837,22.9097268589409,"Education","Jason Oo",83,"Australia","AU","People",4031958,3450,7408,3.2188758248682,-4.60517018598809,-2.30258509299405,-2.52572864430826,0,349153.834094369,2014,"Sep",11,113.1,17.0645898316137,5.27,2.82728234633352,-25.274398,133.775136
"528",528,"El Reino a Jugar",16.6604199417837,23.1608618129292,"Education","El Reino a Jugar",1007,"Argentina","AR","Education",353,11,28,18.2428570565608,9.9475044379529,12.7212886175975,12.4336065451457,15.2018049190842,1e+05,2015,"Mar",3,90,17.6208101638746,9.79,2.86433179376721,-38.416097,-63.616672
"529",529,"Willyrex",16.6604199417837,22.3375099703744,"Gaming","Willyrex",7550,"Spain","ES","Games",1359,9,38,16.5502026900129,8.26873183211774,11.0284171495216,10.7407350770698,13.513729561133,349153.834094369,2009,"Aug",9,88.9,17.6672904650367,13.96,2.8594075318049,40.463667,-3.74922
"530",530,"TheBrianMaps",16.6545890214729,22.2157956419628,"Comedy","TheBrianMaps",498,"Russia","RU","Entertainment",1624,6,126,17.4308511087433,9.13776967914135,11.9096861324482,11.6217798698823,14.4032972228664,1e+05,2012,"Jun",4,81.9,18.7879144920027,4.59,2.91748477441736,61.52401,105.318756
"531",531,"TRANS TV Official",16.6545890214729,22.9965212418343,"Entertainment","TRANS TV Official",148225,"Indonesia","ID","Entertainment",472,18,127,17.6400347949196,9.35010231435134,12.1183337312222,11.8306516587704,14.6039679183285,1e+05,2014,"Sep",2,36.3,19.4146874800544,4.69,2.93577844613103,-0.789275,113.921327
"532",532,"Liza Koshy",16.6545890214729,21.4994233920665,"Comedy","Liza Koshy",142,"USA","US","Entertainment",4443,132,127,14.3813923874783,6.08677472691231,8.85366542803745,8.57546209954021,11.3445068133453,349153.834094369,2013,"Sep",2,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"533",533,"Queen Official",16.6487239020205,23.1072418513192,"Music","Queen Official",1015,"UK","GB","Music",385,21,112,18.3563342043852,10.0604913013458,12.83494793607,12.5471769944779,15.3195879547405,1e+05,2008,"Jul",7,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"534",534,"Prajapati News",16.6487239020205,20.7247302331946,"Comedy","Prajapati News",1407,"India","IN","Entertainment",11662,89,128,15.8470740193996,7.54960916515453,10.3254819625955,10.0388921895423,12.8106617991083,1e+05,2013,"Mar",14,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"535",535,"Gaby and Alex",16.6487239020205,22.8310376491044,"Entertainment","gabyandalex",1,"nan","nan","People",4057752,-1,7732,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,349153.834094369,2008,"Aug",21,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"536",536,"LuisFonsiVEVO",16.6487239020205,23.4004165152201,"Music","LuisFonsiVEVO",97,"USA","US","Music",241,133,112,17.7238668492048,9.43348392329039,12.2025665062009,11.9150516718129,14.6909792953182,349153.834094369,2009,"May",12,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"537",537,"Pop Chartbusters",16.6428241798933,22.8847492924394,"Music","Pop Chartbusters",2235,"India","IN","Music",574,90,113,18.1047500772283,9.80917687306489,12.5831382791166,12.2954562066649,15.0682735264596,2e+05,2011,"Aug",26,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"538",538,"Guava Juice",16.6428241798933,22.9327483367028,"Gaming","Guava Juice",1910,"USA","US","Entertainment",527,134,129,16.2032636633282,7.90100705199242,10.6828124293371,10.3951303568853,13.1665716320686,349153.834094369,2006,"Jul",18,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"539",539,"EeOneGuy",16.6428241798933,22.065583982655,"Entertainment","EeOneGuy",366,"USA","US","Entertainment",2039,134,129,14.3071533623135,6.0137151560428,8.77955745588373,8.49699048409872,11.2708539037705,349153.834094369,2013,"Mar",19,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"540",540,"VICE",16.6428241798933,22.2514401647566,"Entertainment","VICE",3900,"USA","US","Entertainment",1543,134,129,17.4088973156187,9.11602969250494,11.8872438440816,11.6000201718212,14.3461388090264,1e+05,2005,"Dec",16,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"541",541,"Aayu and Pihu Show",16.6428241798933,22.9500849836299,"Comedy","Aayu and Pihu Show",441,"India","IN","People",510,90,34,18.3128950677463,10.0168162378431,12.7913561802142,12.5035812787997,15.2741255806638,349153.834094369,2017,"May",8,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"542",542,"Danny Fitt",16.6428241798933,22.9792076320685,"People & Blogs","Danny Fitt",2337,"USA","US","Entertainment",488,134,129,19.4332411951255,11.1389590239214,13.9108207377686,13.6241078924341,16.3957273875566,7e+05,2016,"Dec",31,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"543",543,"Bispo Bruno Leonardo",16.6428241798933,21.9827429762945,"Nonprofits & Activism","Bispo Bruno Leonardo",4891,"Brazil","BR","Nonprofit",2307,29,2,18.8230945348568,10.5294259834026,13.301680425178,13.0138869010682,15.7895915839863,4e+05,2016,"Apr",10,51.3,19.1747321166571,12.08,2.94582308834056,-14.235004,-51.92528
